City,Slum_HH,PMAY.PMAY_HH,Surplus,Latitude,Longitude
Rahuri,128,997,869,19.3950986,74.6520835
Pusaur,82,943,861,21.755185,83.38094219999999
Rapar,76,931,855,23.5729757,70.6447369
Shamshabad,600,1446,846,17.2619301,78.387971
Koora,277,1123,846,26.3269077,81.5102655
Ranirbazar,1416,2261,845,23.8331071,91.36742199999999
Annigeri,546,1386,840,15.4272524,75.4315594
Majholi,322,1159,837,23.5013796,79.9248669
Terdal,1248,2079,831,16.494439,75.05235340000002
Sidhi,1780,2608,828,24.3956038,81.88252790000001
Lakhipur,712,1540,828,24.7902283,93.01885899999999
Naraini,336,1159,823,25.1877535,80.4729768
Pandhana,498,1320,822,21.6948417,76.22039079999999
Nasrullaganj,1168,1984,816,22.6819394,77.2716804
Kanth,187,1000,813,29.0576467,78.6256878
Harda,7714,8524,810,22.3466702,77.0889583
Shirhatti,572,1382,810,15.2321888,75.5792489
Kushtagi,791,1600,809,15.7518704,76.19286400000001
Kheralu,62,865,803,23.8852929,72.6189503
Mandleshwar,451,1249,798,22.1769125,75.660084
Sugauli,1032,1828,796,26.7584464,84.7420032
Sewarhi,692,1483,791,26.7239201,84.2305141
Kanad,253,1044,791,23.6708644,76.1682299
Jhalawar,548,1338,790,24.593906,76.1642846
Darwha,376,1164,788,20.31042,77.7738163
Junnar,124,912,788,19.2107952,73.87866009999999
Chandla,456,1243,787,25.0742204,80.1958755
Mailani,378,1164,786,28.2870712,80.3463754
Sopore,2240,3024,784,34.2867629,74.4624013
Khajuraho,310,1088,778,24.8318452,79.91985489999999
Chilakaluripet,9613,10389,776,16.0948008,80.1656205
Murshidabad,5251,6023,772,24.1759039,88.2801785
Abhanpur,703,1475,772,21.0506028,81.7400203
Umarga,282,1053,771,17.8384518,76.6213752
Sonkatch,537,1307,770,22.9729348,76.3469014
Saragur,217,986,769,12.0071037,76.3897733
Gosainganj,192,960,768,26.846019,80.94807399999999
Sarthebari,70,837,767,26.3640157,91.2241497
Auras,658,1421,763,26.9178694,80.5049445
Abu,135,896,761,24.5936872,72.71331599999999
Jais,1670,2429,759,26.2661092,81.5473014
Belonia,2408,3157,749,23.2505447,91.4711248
Dabhoi,1051,1799,748,22.1330822,73.41378259999999
Teliamura,1787,2532,745,23.8401831,91.6341302
Lakshmeshwar,978,1723,745,15.1274626,75.4723411
Mariahu,508,1251,743,25.6027545,82.5883844
Chikodi,474,1217,743,16.4291905,74.5878546
Afzalgarh,75,818,743,29.394565,78.67674769999999
Harraiya,274,1016,742,26.7926731,82.47022439999999
Lakhnadon,229,971,742,22.6014971,79.60107579999999
Jalesar,142,881,739,27.4714557,78.31024889999999
Ashrafpur,1279,2017,738,26.2036669,81.5569003
Deori,1692,2429,737,21.0657257,80.36803809999999
Pandharkaoda,744,1477,733,20.0229705,78.5490494
Kalladaikurichi,193,924,731,8.682952199999999,77.4650754
Bokakhat,66,796,730,26.6214693,93.61164939999999
Gopalganj,512,1240,728,26.4605776,84.44024619999999
Bisharatganj,438,1157,719,28.2899739,79.28598629999999
Narayangarh,608,1324,716,30.4752265,77.1219863
Sirsa,1321,2036,715,29.5320731,75.03177339999999
Patala,314,1029,715,28.8865749,77.5003091
Palsud,956,1670,714,21.8258505,74.96835829999999
Kohima,3813,4526,713,25.6742421,94.1085937
Nimbahera,1218,1929,711,24.6239992,74.6892525
Bilha,331,1041,710,21.9628018,82.04908560000001
Tundla,308,1014,706,27.2263843,78.2425418
Karamsad,280,985,705,22.5429215,72.90176029999999
Gairatganj,531,1235,704,23.4077732,78.2219806
Nabha,123,821,698,30.3730177,76.1469551
Devarshola,202,897,695,11.5443622,76.4373939
Tasgaon,167,859,692,17.0295253,74.6078344
Tilhar,524,1212,688,27.961879,79.73709380000001
Jhabua,827,1514,687,22.769666,74.5920921
Chhuikhadan,469,1153,684,21.5250525,80.9955605
Kamakshyanagar,588,1268,680,20.9228602,85.5560635
Nagod,409,1081,672,24.5701787,80.5799505
Khanapur,400,1072,672,15.645255,74.52142669999999
Vijalpor,676,1345,669,20.9458907,72.9128139
Gharghoda,328,997,669,22.1780333,83.3442893
Kanakapura,3490,4158,668,12.5462442,77.4198823
Palakkad,3404,4072,668,10.7733121,76.6580401
Mulgund,824,1479,655,15.2792358,75.5247584
Shendurjana,202,855,653,21.5283974,78.2846303
Amreli,1318,1969,651,21.6015242,71.2203555
Ujhani,597,1245,648,28.0003235,79.0051685
Dhanera,241,889,648,24.5063838,72.0258406
Betul,3040,3687,647,21.9011601,77.8960201
Yellapur,493,1140,647,14.9643112,74.71207679999999
Daboh,234,879,645,25.9988793,78.8736493
Haliyal,1127,1771,644,15.3306252,74.76589179999999
Fatwah,190,830,640,25.508956,85.30306150000001
Muddebihal,1196,1828,632,16.3395804,76.1290961
Raxaul,740,1372,632,26.9797677,84.8515804
Warud,696,1327,631,21.4712098,78.2647004
Kodinar,132,763,631,20.8009246,70.6960306
Chandur,154,781,627,16.9805202,79.05549479999999
Hoovina,1497,2119,622,15.0199533,75.93180799999999
Barsana,75,692,617,27.6463577,77.37680990000001
Sandi,349,965,616,27.2901003,79.95554469999999
Baramkela,51,661,610,21.5674854,83.2537536
Kiphire,559,1168,609,25.8683014,94.7857071
Makdon,1287,1890,603,23.5080376,76.0754501
Thrippunithura,738,1340,602,9.945032,76.3488984
Bidhuna,577,1178,601,26.8030435,79.5055246
Prantij,215,814,599,23.4367496,72.8528118
Navalgund,631,1228,597,15.5604653,75.3556407
Marhaura,606,1201,595,25.9701764,84.8763365
Khategaon,1110,1699,589,22.5918286,76.9067598
Tindwari,588,1177,589,25.6159297,80.5261791
Uchana,275,862,587,29.4702591,76.18127199999999
Basoda,3566,4152,586,23.8493926,77.93709679999999
Naubatpur,238,820,582,25.5025953,84.96354780000001
Tikamgarh,6313,6894,581,24.745762,78.8314771
Bemetara,1994,2575,581,21.7140253,81.5356149
Rahatgarh,2990,3566,576,23.7905479,78.3984423
Wai,349,925,576,17.9527562,73.8885528
Sirauli,673,1247,574,28.490606,79.0885125
Suthaliya,546,1118,572,23.995637,77.13815579999999
Phulpur,537,1108,571,25.5510396,82.088374
Singoli,107,677,570,24.9678838,75.296027
Hoshangabad,2996,3565,569,22.7518961,77.7288655
Bhabhar,689,1256,567,24.0703321,71.5990999
Unjha,466,1033,567,23.8035004,72.3902277
Kandukur,5301,5866,565,15.2161475,79.90489219999999
Sawer,1062,1626,564,22.9736761,75.82604380000001
Antu,163,727,564,26.0564687,81.9043672
Balimela,654,1217,563,18.2244351,82.0597816
Kapadvanj,1274,1835,561,23.0200163,73.0700421
Makhdumpur,230,790,560,25.0655674,84.97395209999999
Rehti,834,1392,558,22.7387862,77.4372084
Kharsia,1145,1702,557,21.9906357,83.1033168
Vadakara,472,1029,557,11.601558,75.5919758
Narkatiaganj,150,706,556,27.1063462,84.4749925
Indapur,775,1330,555,18.1186943,75.0234074
Narkhed,403,955,552,21.4691505,78.5291706
Kukdeshwar,225,776,551,24.4763399,75.2654063
Bilari,1597,2136,539,28.6232517,78.80126299999999
Narnaund,501,1040,539,29.2212667,76.1406925
Jehanabad,315,853,538,25.2132649,84.9853322
Bundu,686,1223,537,23.1599999,85.5869352
Badi,1016,1550,534,22.7935271,74.5639037
Nagri,689,1216,527,20.3484266,81.9593335
Baberu,477,1003,526,25.5503485,80.70480839999999
Kannad,301,823,522,20.2697885,75.1341064
Churhat,952,1473,521,24.4196948,81.6747295
Rabkavi,1788,2305,517,16.4823017,75.12243
Bhiwani,3670,4183,513,28.7984414,76.14437149999999
Bhadarsa,372,883,511,26.6421218,82.1210318
Pedana,8141,8650,509,16.2577195,81.14536770000001
Ganapathipuram,119,627,508,8.1366025,77.3496708
Wankaner,255,762,507,22.623634,70.9616056
Hungund,430,933,503,16.0576259,76.06094759999999
Laksar,387,884,497,29.7538434,78.02148199999999
Ankola,166,658,492,14.6653087,74.3000878
Khujner,1159,1649,490,23.7871632,76.6224981
Amarpur,1463,1952,489,23.5231287,91.6590227
Babai,768,1256,488,22.7040082,77.934879
Kul,901,1384,483,20.593684,78.96288
Jagalur,486,968,482,14.5200883,76.33767859999999
Sasvad,119,601,482,18.3463128,74.0301826
Una,201,682,481,31.4684649,76.2708152
Naigarhi,627,1107,480,24.7815947,81.7704991
Bajpur,200,680,480,29.1585345,79.1463868
Khetia,719,1198,479,21.6709365,74.58587039999999
Diken,360,837,477,24.7342528,75.11951069999999
Khuldabad,127,603,476,20.0075549,75.1924755
Sohna,1111,1584,473,28.2486993,77.06351169999999
Oran,611,1083,472,25.3757034,80.72698539999999
Shiggaon,1029,1496,467,14.9913752,75.22165199999999
Namli,474,940,466,23.4593161,75.0625748
Uthiramerur,1671,2134,463,12.6148734,79.7593693
Punahana,277,739,462,27.8619041,77.20549919999999
Khem,719,1178,459,20.593684,78.96288
Gadhada,81,538,457,21.9681716,71.57536259999999
Old,5889,6345,456,51.453854,-2.594689
Sapatgram,1086,1540,454,26.3263697,90.1202541
Sahaspur-Lohara,456,910,454,21.8332998,81.1255277
Konark,835,1287,452,19.8920686,86.091184
Upleta,176,628,452,21.7395387,70.2795033
Margao,265,716,451,15.2859239,73.97869140000002
Bhainsdehi,702,1151,449,21.6437018,77.6317469
Gangoh,1277,1724,447,29.7788493,77.26063049999999
Gajendragarh,1051,1498,447,15.7360778,75.97099779999999
Sikandra,404,850,446,27.217135,77.94667559999999
Sangole,89,533,444,17.4372582,75.19603099999999
Vidisha,7163,7606,443,23.5235719,77.81397179999999
Hojai,38,480,442,26.0016601,92.847737
Muktsar,500,941,441,30.4761773,74.5121599
Shikarpur,2696,3136,440,28.2797558,78.01097639999999
Telhara,393,829,436,21.025427,76.8432663
Keshoraipatan,556,991,435,25.2966734,75.9405178
Malhar,594,1027,433,21.8965959,82.28548479999999
Dahi,422,851,429,22.1119515,74.58721849999999
Arvi,1802,2228,426,21.0010073,78.230741
Umreth,397,823,426,22.698717,73.1143067
Bhaurasa,539,964,425,22.9513565,76.7653924
Gariyaband,509,933,424,20.6347897,82.0614974
Keeranur,122,544,422,10.5724196,78.78617969999999
Iglas,124,543,419,27.7080526,77.93674089999999
Gandevi,616,1033,417,20.8076767,72.99920130000001
Bhagwant,462,879,417,20.593684,78.96288
Hadgaon,933,1348,415,19.4980701,77.6584453
Ranapur,427,837,410,22.648618,74.52142669999999
Badagaon,695,1103,408,28.8737282,77.3338783
Channapatna,2564,2971,407,12.6518078,77.20857939999999
Perungulam,55,462,407,8.6420241,77.9981316
Chandannagar,8277,8683,406,22.867114,88.3674381
Piro,755,1161,406,25.3273699,84.4017704
Sonamukhi,1937,2341,404,23.3075757,87.4157938
Koraon,294,698,404,24.9979041,82.06522869999999
Nilanga,556,958,402,18.1258753,76.75096599999999
Handwara,714,1107,393,34.3996158,74.2817479
Sindkhed,488,880,392,19.9525432,76.1259607
Sukma,274,666,392,18.3909118,81.6588003
Pattan,119,510,391,34.1609921,74.5545616
Katra,1722,2112,390,32.99149620000001,74.93181729999999
Bhinmal,501,891,390,25.0058745,72.2701989
Badod,660,1049,389,23.7920988,75.8083612
Gaurella,847,1234,387,22.8656616,81.8879884
Piriyapatna,276,663,387,12.3383636,76.0965379
Shankargarh,614,1000,386,25.1920502,81.6115785
Garoth,283,667,384,24.3259388,75.6516249
Ajaigarh,1048,1430,382,24.90409,80.25989899999999
Shivpur,335,716,381,25.3550649,82.9599637
Rithora,303,684,381,28.4572899,79.5055379
Dhaulpur,473,853,380,26.6965521,77.8907576
Tarbha,436,815,379,20.7317002,83.6734049
Kerur,961,1339,378,16.0131379,75.5480491
Unchahar,269,646,377,25.90407,81.30142839999999
Chikhli,1263,1639,376,20.7602555,73.05681489999999
Sangamner,1134,1505,371,19.5761174,74.2070191
Antari,110,481,371,23.9990193,73.17589389999999
Khirkiya,1149,1518,369,22.1734507,76.86633069999999
Koratagere,596,964,368,13.5239755,77.2376414
Bilsanda,619,985,366,28.2417772,79.9520969
Datia,2177,2541,364,25.6521787,78.4524591
Hatpiplya,672,1036,364,22.7699757,76.3014896
Mundgod,1278,1639,361,14.9736854,75.040671
Karnawad,463,819,356,22.7296624,76.2406701
Sarwar,429,785,356,26.0677066,75.01710039999999
Byadgi,1061,1416,355,14.6749813,75.49089169999999
Tekkalakote,1126,1480,354,15.534788,76.8793025
Sujangarh,253,604,351,27.696956,74.4687395
Tarichar,534,883,349,25.4093109,78.89254910000001
Ramtek,38,387,349,21.3928618,79.3268397
Dharmapuri,2918,3266,348,12.1210997,78.1582143
Machalpur,382,730,348,24.1297009,76.3130712
Aminagar,115,456,341,28.4382145,77.7738158
Ratangarh,269,609,340,26.2982541,74.2736848
Pallipalayam,456,795,339,11.3669692,77.76042
Walajabad,804,1142,338,12.7947909,79.82127000000001
Amila,180,517,337,26.1817449,83.5096859
Mon,1211,1544,333,26.733096,95.0615119
Rajmahal,1768,2096,328,25.0542553,87.8308806
Lakhimpur,3306,3631,325,27.9462395,80.7787163
Gadarpur,1072,1397,325,29.0396802,79.25041350000001
Bhikangaon,901,1226,325,21.8681333,75.9628596
Fatehganj,272,596,324,26.4791881,80.7775789
Mudalgi,1459,1782,323,16.336974,74.9661368
Kayatharu,134,456,322,8.9469905,77.7738163
Dhamnod,1646,1967,321,22.2138885,75.4723411
Karera,284,605,321,25.456807,78.1279359
Allahganj,156,476,320,27.5449615,79.68809619999999
Harapanahalli,2428,2746,318,14.7809865,75.9869609
Bela,691,1009,318,19.7175377,78.77018029999999
Hathin,326,641,315,28.0359281,77.23189339999999
Bagli,487,801,314,22.6408248,76.3434679
Saundatti-Yellamma,1767,2080,313,15.7521513,75.1253492
Parola,264,577,313,20.8822034,75.1253492
Annavasal,125,435,310,10.4599607,78.7021798
Hirekerur,239,548,309,14.4554926,75.39513780000001
Rajauri,780,1088,308,33.3716143,74.315191
Phulabani,1044,1350,306,20.4797108,84.2331485
Sanchore,1034,1340,306,24.7533851,71.779527
Mauranipur,3712,4017,305,25.2462197,79.1365959
Elathur,234,539,305,11.3418071,75.74005629999999
Kotturu,1083,1386,303,14.8267047,76.2218394
Amanganj,1215,1513,298,24.4248328,80.03532849999999
Pathardi,443,741,298,19.1761399,75.1749671
Vijayraghavgarh,310,608,298,23.9815072,80.6271415
Kalakad,223,519,296,8.5151681,77.5505682
Athner,871,1163,292,21.6249186,77.9138889
Vellalur,113,404,291,10.9805375,77.0303217
Dholka,1239,1529,290,22.7420906,72.4497173
Shishgarh,779,1066,287,28.7292648,79.3155716
Alibag,354,641,287,18.6438187,72.8737017
Deoli,573,859,286,25.7565132,75.3843756
Manpur,498,781,283,24.7986168,85.0247308
Dhrol,989,1269,280,22.5617178,70.4223635
Saunkh,670,942,272,27.3945807,77.4949345
Dumraon,1416,1686,270,25.5501128,84.1500155
Uluberia,28802,29071,269,22.4763526,88.08979339999999
Gola,1869,2136,267,23.5320922,85.7205065
Sadalgi,501,768,267,16.5533172,74.5316807
Kethi,441,708,267,11.3777145,76.7305674
Tirukalukundram,1167,1433,266,12.609112,80.0674695
Andipatti,439,704,265,9.9997308,77.61924929999999
Ghatal,2740,3003,263,22.6600804,87.736994
Umarkote,687,950,263,19.6660148,82.2062062
Mangawan,996,1258,262,24.651553,81.5514154
Kannod,1075,1334,259,22.6630638,76.7423094
Kurseong,1537,1795,258,26.8821382,88.2788511
Periyakodiveri,162,420,258,11.503963,77.29815520000001
Parole,126,384,258,32.3269322,75.459516
Fatehnagar,511,766,255,24.8149754,74.0953435
Piplya,400,655,255,22.111165,77.10033229999999
Dabhra,807,1061,254,21.7807711,83.0817699
Jagatsinghapur,1483,1735,252,20.2548998,86.1706221
Raja,766,1015,249,32.001908,76.7192221
Challakere,3210,3458,248,14.3108977,76.6447775
Kaithoon,833,1080,247,25.1227718,75.97244909999999
Prithvipur,2772,3018,246,25.2086335,78.7511708
Malhargarh,549,795,246,24.285136,74.9904818
Chhata,488,734,246,27.7225032,77.495443
Kayalpattinam,422,667,245,8.5683153,78.12383559999999
Todaraisingh,146,390,244,26.0240506,75.4826234
Pataudi,59,302,243,28.3255049,76.778212
Ausa,924,1166,242,18.2504833,76.4996831
Lawan,321,561,240,21.6428848,82.33840699999999
Birpur,1107,1346,239,26.515046,87.00994299999999
Palari,449,688,239,21.5362104,82.16599699999999
Savli,370,608,238,22.5601256,73.2203899
Bamor,683,920,237,26.3589677,78.092539
Nadbai,76,313,237,27.2127282,77.20382029999999
Kurali,145,381,236,30.8307681,76.5800987
Udangudi,74,310,236,8.4271424,78.0260488
Jaleshwar,1465,1700,235,21.8038883,87.2269973
Kattumannarkoil,332,566,234,11.2799662,79.5519144
Madathukulam,400,633,233,10.5590831,77.36236989999999
Padampur,206,437,231,21.0015164,83.06061509999999
Rahaud,300,529,229,21.8118909,82.50239979999999
Sargaon,351,578,227,21.9012021,81.97938959999999
Mavelikkara,184,411,227,9.250575699999999,76.5400806
Ettayapuram,158,385,227,9.147727399999999,77.9905654
Bindki,460,685,225,26.0285577,80.5771737
Depalpur,1599,1821,222,22.8514441,75.5421946
Lodhikheda,715,936,221,21.5820128,78.85878919999999
Bagepalli,303,523,220,13.7721126,77.79010140000001
Kakrala,595,812,217,27.8941595,79.19717419999999
Padmanabhapuram,201,415,214,8.2445969,77.33674979999999
Tiruvethipuram,796,1004,208,12.6618258,79.54346799999999
Bhanvad,243,450,207,21.9290403,69.78379509999999
Hatod,610,816,206,22.7928336,75.7386027
Salon,474,680,206,26.0305661,81.455364
Gurmatkal,654,854,200,16.8655608,77.39273039999999
Tulsipur,520,720,200,27.5246311,82.4156829
Chalala,272,472,200,21.4088136,71.16416090000001
Arani,847,1046,199,12.6680884,79.2847091
Kursath,368,566,198,27.1198157,80.2627973
Ajnala,246,444,198,31.8428247,74.7629661
Agarwal,66,263,197,20.593684,78.96288
Satana,166,362,196,20.5994486,74.199958
Kalavai,242,437,195,12.7662255,79.41769579999999
Bankapura,748,942,194,14.9200706,75.2624898
Kolappalur,121,315,194,11.3789239,77.43102789999999
Contai,7092,7285,193,21.778109,87.7517427
Khacharod,1992,2180,188,23.4215674,75.2797544
Kurwai,1784,1972,188,24.1188899,78.04032889999999
Kundrathur,1095,1282,187,12.997668,80.0972003
Tuljapur,898,1082,184,18.0087239,76.0708812
Balaghat,4430,4613,183,21.812876,80.18382930000001
Manvi,1278,1460,182,15.9951034,77.0478112
Seppa,222,404,182,27.3610318,93.0392957
Budni,1777,1958,181,22.7745622,77.68256540000002
Chaksu,115,296,181,26.6073867,75.945596
Dhampur,748,926,178,29.3080255,78.5033076
Nambiyur,590,766,176,11.3559969,77.3197861
Igatpuri,180,353,173,19.6963259,73.5611065
Pauni,1038,1208,170,20.7938803,79.6368375
Talgram,528,698,170,27.0478739,79.646
Sanchi,241,407,166,23.4873393,77.74182379999999
Khagaul,209,375,166,25.5830523,85.0436007
Nakur,1579,1744,165,29.9198725,77.30659519999999
Bhander,918,1081,163,25.7391871,78.74195279999999
Baleshwar,2736,2896,160,21.501168,86.91781519999999
Gobichettipalayam,1543,1701,158,11.4549451,77.4365196
Belthara,492,650,158,26.1199507,83.84465019999999
Morinda,205,362,157,30.791232,76.502549
Chhoti,566,722,156,20.5937816,86.3655534
Tirora,199,352,153,21.4068321,79.9309055
Timiri,171,324,153,12.8311732,79.303607
Baloda,2034,2185,151,22.1397712,82.483398
Bilhaur,691,841,150,26.8435447,80.0618743
Bhadgaon,499,649,150,20.6692763,75.2290786
Paranda,539,687,148,18.2650894,75.4608089
Uppidamangalam,74,220,146,10.8997879,78.1585664
Keshod,840,985,145,21.3011821,70.2498866
Phusro,190,335,145,23.7622641,86.0020693
Rangapara,603,747,144,26.8125202,92.69341659999999
Sakti,696,839,143,22.027099,82.9588163
Deolali,803,945,142,19.4728013,74.6210115
Haldibari,2014,2155,141,26.3345442,88.7806578
Semaria,1417,1556,139,24.7936701,81.1526966
Palwal,1876,2014,138,28.1472852,77.3259878
Ellenabad,357,494,137,29.4522574,74.6693186
Keeramangalam,258,393,135,10.2850114,79.10233439999999
Valparai,103,236,133,10.3269734,76.9553967
Bishalgarh,2234,2364,130,23.6739542,91.2816811
Jalalabad,1539,1668,129,30.60498089999999,74.2557874
Ramdurg,1144,1273,129,15.9500493,75.297485
Narasimhanaicken-palayam,172,298,126,11.1177584,76.9354979
Uthamapalayam,1132,1254,122,9.806343600000002,77.3294827
Sagwara,179,299,120,23.6674715,74.0240913
O',156,273,117,20.593684,78.96288
Nilokheri,144,261,117,29.8398938,76.9317422
Jeypur,3394,3509,115,18.8581482,82.5710028
Manachanallur,883,997,114,10.9104314,78.6997815
Songadh,698,811,113,21.1675785,73.5641371
Asika,1242,1353,111,19.6159477,84.66490449999999
Ponda,258,369,111,15.4026927,74.0078049
Maham,755,865,110,28.96398809999999,76.2999073
Udala,887,995,108,21.5771624,86.5653087
Perundurai,623,731,108,11.2746098,77.58270069999999
Lingsugur,1499,1606,107,16.1550404,76.5199195
P.Mettupalayam,29,136,107,11.446661,77.56910640000001
Shimla,887,993,106,31.104963,77.1639874
Chengannur,222,328,106,9.318327499999999,76.61108449999999
Mokokchung,1972,2076,104,26.3210313,94.5147156
Adikaratti,181,284,103,11.336625,76.69886249999999
Konganapuram,47,150,103,11.5657171,77.9015486
Ramjibanpur,3971,4072,101,22.8225661,87.6137011
Ariyalur,1497,1598,101,11.1403677,79.07445
Jasdan,1422,1523,101,22.0356088,71.2017779
Virajpet,107,208,101,12.1949851,75.8040022
Nandura,621,720,99,20.8380334,76.4598912
Vedapatti,207,305,98,11.0023603,76.8922729
Dhoraji,847,943,96,21.7398165,70.4491417
Falna,350,444,94,25.2332965,73.2452239
Barsur,290,384,94,19.134662,81.3894297
Dwarka,271,365,94,22.2441975,68.96845619999999
Dasua,86,177,91,31.8126955,75.6614115
Attingal,579,669,90,8.6982226,76.8136569
Ponnamaravathi,288,376,88,10.2776061,78.5423917
Natrampalli,129,217,88,12.5915819,78.5125455
Tarikere,1098,1185,87,13.7116894,75.8106064
Mecheri,364,451,87,11.83266,77.94245310000001
Siwani,889,974,85,28.9084317,75.6120795
Seer,389,472,83,25.5611997,82.59160419999999
Anuppur,1220,1300,80,23.1148065,81.6987997
Idikarai,249,329,80,11.1178258,76.9686267
Nissing,208,288,80,29.6923819,76.7625073
Khairthal,62,142,80,27.8011636,76.6441591
Rajpura,829,908,79,30.4765796,76.5905317
Gandhidham,5492,5570,78,23.075297,70.133673
Bighapur,241,319,78,26.3482648,80.65627529999999
Phuphkalan,88,166,78,26.6357229,78.87789459999999
Pachore,2778,2854,76,23.7134614,76.7307663
Bhatkal,379,455,76,13.9898747,74.54925759999999
Chhibramau,1724,1798,74,27.1499944,79.4998985
Kachhauna,1315,1389,74,27.1609391,80.3519443
Piploda,824,897,73,23.3658,75.4279176
Pennagaram,571,644,73,12.1348349,77.8928225
Hasayan,443,515,72,27.6090284,78.2696832
Mudukulathur,180,251,71,9.3444509,78.5157495
Ramganj,337,407,70,26.0180507,82.3414054
Marudur,210,279,69,11.2345785,76.9068805
Chitlapakkam,142,211,69,12.9369552,80.1389466
Dinapur,1242,1310,68,25.6241415,85.0414249
Gingee,377,444,67,12.2529068,79.4160149
Aravakurichi,165,231,66,10.7747161,77.90900069999999
Alnavar,247,312,65,15.426952,74.73809609999999
Deogarh,88,153,65,21.5383136,84.7289442
Umri,549,613,64,19.03326,77.6399689
Ganguvarpatti,147,210,63,10.1693018,77.6972953
Kuhalur,185,247,62,11.4836428,77.4998353
Vijaypur,535,596,61,26.0538287,77.3690496
Buxwaha,410,471,61,24.250437,79.2864558
Omkareshwar,709,769,60,22.2507773,76.15228789999999
Radhakund,384,444,60,27.5245367,77.49098959999999
Kotar,262,322,60,14.8881633,74.12069269999999
Kandanur,72,131,59,10.105281,78.8241068
Shorapur,2099,2157,58,16.5216887,76.76105179999999
Kesinga,1496,1554,58,20.1850477,83.2104426
Gohana,1439,1497,58,29.1393132,76.6944877
Dongargarh,3463,3520,57,21.1870322,80.7618636
Ammoor,167,221,54,12.9767298,79.3648596
Farah,324,377,53,27.3222646,77.7598649
Rani,76,129,53,25.3583365,73.2912784
Silwani,1135,1185,50,23.3042243,78.4449358
Ananthapuram,252,302,50,14.6824455,77.6017089
Udalguri,106,156,50,26.7451087,92.095914
Dinhata,3714,3762,48,26.1290634,89.4694913
Tuensang,1432,1480,48,26.234793,94.811956
Peren,301,349,48,25.5379976,93.7329664
Chennimalai,149,194,45,11.1676029,77.6042342
Walajapet,690,732,42,12.9254169,79.36408449999999
Pirawa,261,301,40,24.1606322,76.0312617
Haveri,4090,4129,39,14.7950698,75.39906739999999
Sahpau,388,427,39,27.4353012,78.1407651
Tirumakudal,917,955,38,12.2123844,76.90112409999999
Karamadai,401,439,38,11.2427777,76.9586532
Kumta,750,785,35,14.4275482,74.4190929
Magadi,836,869,33,12.9576756,77.22614519999999
Panruti,1898,1928,30,11.7665792,79.5629117
Molakalmuru,941,971,30,14.7165215,76.7466378
Kharod,586,615,29,21.7472169,82.5807913
Rasipuram,930,956,26,11.4614624,78.1854772
Chapra,1148,1172,24,25.7811397,84.7543413
Faizpur,339,363,24,21.1643505,75.8621101
Shaktigarh,627,650,23,22.1934208,78.1849427
Pratapgarh,1893,1915,22,25.9213561,81.98801999999999
Devendranagar,1428,1450,22,24.6104026,80.3797834
Koothappar,106,128,22,10.7975289,78.7915036
Kheda,711,732,21,22.750154,72.686499
Lalpet,160,178,18,11.3043721,79.56293199999999
Punjaipugalur,241,258,17,11.0866846,78.0169363
Durgapur,9785,9801,16,23.5204443,87.3119227
Nawagarh,1049,1063,14,21.8478607,82.6608413
Piplanarayanwar,897,911,14,21.5905191,78.7348674
Khansahib,206,220,14,33.9324182,74.6583409
Alangudi,176,190,14,10.3611135,78.97959999999999
Mudki,119,133,14,30.7766378,74.8828754
Gopamau,1198,1209,11,27.5321318,80.29345219999999
Tittakudi,376,387,11,11.4025102,79.1205709
Sakari,385,394,9,24.1995773,79.4225637
Dildarnagar,201,209,8,25.4311213,83.6669287
Hanumanthampatti,136,142,6,9.7872063,77.31798529999999
Naila-Janjgir,2126,2130,4,22.0193063,82.56997659999999
Chhuriya,447,450,3,21.0056481,80.62768059999999
Sindi,309,311,2,20.8071089,78.8877997
Baheri,361,362,1,28.7780401,79.4956974
Poolampatti,208,207,-1,11.6571547,77.7655229
Jagraon,251,249,-2,30.7923337,75.4670189
Ambehta,806,802,-4,29.8600925,77.335314
Afzalpur,1882,1877,-5,17.2025612,76.3577624
Manalurpet,362,357,-5,12.0088621,79.0899245
Gangavalli,355,350,-5,11.4963762,78.65060380000001
Alwarthirunagiri,154,149,-5,8.6052365,77.9438811
Soyatkalan,1704,1698,-6,24.1903403,76.173009
Golaghat,1002,994,-8,26.5238515,93.96233699999999
Pallathur,176,167,-9,10.1486011,78.8014505
Bhairamgarh,300,290,-10,19.0079582,81.060868
Dalmau,1125,1112,-13,26.067149,81.0601882
Kodumudi,409,396,-13,11.0788297,77.886746
Jogabani,756,742,-14,26.3991195,87.2568579
Pipalrawan,901,884,-17,23.1697162,76.4852265
Pahalgam,446,429,-17,34.0160751,75.3149796
Betul-Bazar,947,929,-18,21.8563128,77.9296001
Vallabh,496,478,-18,16.7420797,77.9877137
Baudhgarh,1284,1264,-20,20.8418205,84.3200184
Porbandar,2958,2937,-21,21.6416979,69.62930589999999
Nabarangapur,2057,2033,-24,19.2277163,82.5490885
Pulgaon,269,245,-24,20.7237577,78.3216329
Hukeri,369,344,-25,16.229158,74.5990492
Bihta,94,68,-26,25.5535839,84.8692677
Bageshwar,526,499,-27,29.83768,79.77071889999999
Thiruvennainallur,509,481,-28,11.8620133,79.36626749999999
Phek,986,957,-29,25.6645749,94.4695358
Kannamangalam,75,46,-29,12.7522395,79.1477979
Gundlupet,703,669,-34,11.8083459,76.6927259
